model,audio,duration,duration_after_vad,time,wer,wil,wip,mer
small,common_voice_it_23985788.mp3,5.616,4.96,4.980282545089722,0.7142857142857143,0.8392857142857143,0.1607142857142857,0.625
small,common_voice_it_20078101.mp3,5.736,5.736,4.929217576980591,0.0,0.0,1.0,0.0
small,common_voice_it_20075501.mp3,7.224,6.12,5.0796709060668945,0.2222222222222222,0.3950617283950617,0.6049382716049383,0.2222222222222222
small,common_voice_it_40679939.mp3,5.688,5.224,4.857762098312378,0.0,0.0,1.0,0.0
small,common_voice_it_20413752.mp3,6.864,6.176,6.4188759326934814,0.5,0.6952380952380952,0.30476190476190473,0.4666666666666667
small,common_voice_it_40677525.mp3,3.78,3.78,4.45081901550293,0.16666666666666666,0.30555555555555547,0.6944444444444445,0.16666666666666666
small,common_voice_it_20223601.mp3,7.08,7.08,4.721542596817017,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.5
small,common_voice_it_19986109.mp3,5.76,5.168,4.591775894165039,0.1111111111111111,0.2098765432098766,0.7901234567901234,0.1111111111111111
small,common_voice_it_36377626.mp3,2.52,2.152,3.3113672733306885,1.0,1.0,0.0,1.0
small,common_voice_it_29885705.mp3,4.068,3.764,4.428027391433716,0.5714285714285714,0.8163265306122449,0.18367346938775508,0.5714285714285714
small,common_voice_it_19976130.mp3,2.592,2.592,48.97238206863403,1.0,1.0,0.0,1.0
small,common_voice_it_20077811.mp3,3.432,3.128,4.296158790588379,1.25,0.9583333333333334,0.041666666666666664,0.8333333333333334
small,common_voice_it_25274093.mp3,3.528,3.0,4.3041276931762695,0.5,0.6190476190476191,0.38095238095238093,0.42857142857142855
small,common_voice_it_21568320.mp3,6.696,3.008,3.4189043045043945,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.3333333333333333
small,common_voice_it_20066508.mp3,3.96,3.272,3.649902105331421,0.0,0.0,1.0,0.0
small,common_voice_it_24085875.mp3,6.3,6.028,4.921195983886719,0.0,0.0,1.0,0.0
small,common_voice_it_20060712.mp3,6.048,5.744,6.058283090591431,0.21428571428571427,0.38265306122448983,0.6173469387755102,0.21428571428571427
small,common_voice_it_26860866.mp3,3.06,2.436,3.2284116744995117,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.3333333333333333
small,common_voice_it_20031325.mp3,5.064,5.064,4.52510666847229,0.2,0.28888888888888886,0.7111111111111111,0.2
small,common_voice_it_24568622.mp3,4.716,4.636,39.7801628112793,1.0,1.0,0.0,1.0
small,common_voice_it_20272130.mp3,6.192,3.392,4.002652645111084,0.0,0.0,1.0,0.0
small,common_voice_it_20295298.mp3,9.936,7.28,6.020806550979614,0.0,0.0,1.0,0.0
small,common_voice_it_40183570.mp3,5.616,5.616,5.198795318603516,0.08333333333333333,0.15972222222222232,0.8402777777777777,0.08333333333333333
small,common_voice_it_20284241.mp3,6.72,5.584,5.222461462020874,0.0,0.0,1.0,0.0
small,common_voice_it_27265223.mp3,6.696,5.88,5.522797584533691,0.08333333333333333,0.15972222222222232,0.8402777777777777,0.08333333333333333
small,common_voice_it_20265660.mp3,6.984,6.264,4.9994964599609375,0.18181818181818182,0.3305785123966941,0.6694214876033059,0.18181818181818182
small,common_voice_it_18710523.mp3,4.224,4.016,3.5186665058135986,0.5,0.5,0.5,0.5
small,common_voice_it_35178368.mp3,4.752,3.68,4.036736965179443,0.3333333333333333,0.4666666666666667,0.5333333333333333,0.3333333333333333
small,common_voice_it_17971295.mp3,2.952,2.264,3.6076340675354004,0.0,0.0,1.0,0.0
small,common_voice_it_20090595.mp3,6.936,4.064,4.802427291870117,0.0,0.0,1.0,0.0
small,common_voice_it_20242442.mp3,5.712,5.184,4.488455533981323,0.2,0.3599999999999999,0.6400000000000001,0.2
small,common_voice_it_22725840.mp3,6.672,6.624,5.185198068618774,0.0,0.0,1.0,0.0
small,common_voice_it_27703537.mp3,6.912,6.912,6.144691705703735,0.07692307692307693,0.1479289940828401,0.8520710059171599,0.07692307692307693
small,common_voice_it_26690702.mp3,5.94,5.94,5.594630479812622,0.14285714285714285,0.20879120879120883,0.7912087912087912,0.14285714285714285
small,common_voice_it_17510630.mp3,5.928,5.368,5.3612470626831055,0.14285714285714285,0.1952380952380952,0.8047619047619048,0.13333333333333333
small,common_voice_it_39641526.mp3,5.508,5.172,4.020293474197388,0.0,0.0,1.0,0.0
small,common_voice_it_19266438.mp3,4.968,3.096,3.4585869312286377,0.0,0.0,1.0,0.0
small,common_voice_it_17867418.mp3,3.984,3.328,4.632390260696411,0.0,0.0,1.0,0.0
small,common_voice_it_20024355.mp3,6.696,6.696,5.3734071254730225,0.07142857142857142,0.1377551020408163,0.8622448979591837,0.07142857142857142
small,common_voice_it_25463290.mp3,4.356,3.764,4.421802997589111,0.2857142857142857,0.4897959183673469,0.5102040816326531,0.2857142857142857
small,common_voice_it_19769858.mp3,4.416,3.184,3.518218755722046,0.2,0.3599999999999999,0.6400000000000001,0.2
small,common_voice_it_39573739.mp3,6.3,5.74,6.3486716747283936,0.07692307692307693,0.1479289940828401,0.8520710059171599,0.07692307692307693
small,common_voice_it_18810122.mp3,7.296,7.296,6.62396764755249,0.26666666666666666,0.4622222222222223,0.5377777777777777,0.26666666666666666
small,common_voice_it_26969844.mp3,9.468,4.864,5.554487466812134,0.2222222222222222,0.3194444444444444,0.6805555555555556,0.2222222222222222
small,common_voice_it_20024719.mp3,7.128,6.312,5.4228925704956055,0.3,0.51,0.48999999999999994,0.3
small,common_voice_it_17853848.mp3,4.992,4.336,5.360583066940308,0.25,0.4375,0.5625,0.25
small,common_voice_it_23928130.mp3,5.544,5.544,78.99796962738037,1.1428571428571428,0.9841269841269842,0.015873015873015872,0.8888888888888888
